gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2543076894	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/37145797	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-45.237094	167.284441							2019-12-25T17:25:00Z	25	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	37145797			2020-01-01T00:42:34Z	CC_BY_NC_4_0	Danilo Hegg	Danilo Hegg			2020-01-07T18:25:58.180Z		GEODETIC_DATUM_ASSUMED_WGS84
2542915523	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36987190	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-46.145775	167.31012	5.0						2019-12-21T11:20:57Z	21	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36987190			2019-12-27T02:31:10Z	CC_BY_NC_4_0	eixhwk	eixhwk			2020-01-07T18:25:18.918Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2540850515	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36956219	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Otago			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-45.002407	168.627847	4.0						2019-12-26T10:22:00Z	26	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36956219			2019-12-26T03:08:39Z	CC_BY_NC_4_0	Mathew Zappa	Mathew Zappa			2020-01-07T18:27:00.979Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2540797366	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36947677	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		West Coast			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-43.464558	170.009033							2019-12-25T06:28:54Z	25	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36947677			2019-12-25T21:03:44Z	CC_BY_NC_4_0	William Bungay	William Bungay			2020-01-07T18:25:40.155Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2521506658	e3ce628e-9683-4af7-b7a9-47eef785d3bb	f805e9e8-d4db-4564-8480-08fa533fbf0b	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present		17726825-3aa2-4fbc-b0e3-303d3fc5702f	-44.8	168.0							2019-09-19T00:00:00Z	19	9	2019	2479593	2479593	HUMAN_OBSERVATION				questagame-305266			CC_BY_NC_4_0		The Cathcarts|questagame.com			2019-12-21T16:06:07.953Z	StillImage	
2518569418	39905320-6c8a-11de-8226-b8a03c50a862	dcbb5066-3ccf-4342-9f5e-1db419e8e7dc	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present	1	4cff2aca-5ce5-4028-88e6-d79b6449173a	-41.0	174.0							1898-09-24T00:00:00Z	24	9	1898	2479593	2479593	PRESERVED_SPECIMEN	NMV	Ornithology	B27687				CC_BY_4_0		Unknown			2019-12-17T06:40:44.427Z		
2518555761	39905320-6c8a-11de-8226-b8a03c50a862	98827851-b7be-4f33-aba0-2df3eb556218	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present	1	4cff2aca-5ce5-4028-88e6-d79b6449173a	-41.0	174.0							1898-09-24T00:00:00Z	24	9	1898	2479593	2479593	PRESERVED_SPECIMEN	NMV	Ornithology	B23461				CC_BY_4_0		Unknown			2019-12-17T06:40:41.886Z		
2518553533	39905320-6c8a-11de-8226-b8a03c50a862	8a4148a3-3c84-4d9d-9acb-022add7279ae	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present	1	4cff2aca-5ce5-4028-88e6-d79b6449173a	-41.0	174.0							1898-09-24T00:00:00Z	24	9	1898	2479593	2479593	PRESERVED_SPECIMEN	NMV	Ornithology	B23462				CC_BY_4_0		Unknown			2019-12-17T06:40:38.319Z		
2518541463	39905320-6c8a-11de-8226-b8a03c50a862	3bd2860d-3a7c-484b-afa2-67823ef9aa4a	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present	1	4cff2aca-5ce5-4028-88e6-d79b6449173a	-41.0	174.0							1898-09-24T00:00:00Z	24	9	1898	2479593	2479593	PRESERVED_SPECIMEN	NMV	Ornithology	R9381				CC_BY_4_0		Unknown			2019-12-17T06:40:29.744Z		
2518534567	39905320-6c8a-11de-8226-b8a03c50a862	0ebd7f4b-abf2-4deb-8900-16de8ae124a6	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present	1	4cff2aca-5ce5-4028-88e6-d79b6449173a	-41.0	174.0							1898-09-24T00:00:00Z	24	9	1898	2479593	2479593	PRESERVED_SPECIMEN	NMV	Ornithology	B741				CC_BY_4_0		Unknown			2019-12-17T06:40:52.759Z		
2465368127	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36345139	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-45.39447	167.628095	220.0						2019-11-29T07:11:16Z	29	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36345139			2019-12-04T12:11:58Z	CC_BY_NC_4_0	Alan Edwards	Alan Edwards			2020-01-07T18:26:57.061Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465357239	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36287328	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Canterbury			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.939262	171.561558	105.0						2017-01-08T22:52:04Z	8	1	2017	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36287328			2019-12-02T13:24:03Z	CC_BY_NC_4_0	MC Barnhart	MC Barnhart			2020-01-07T18:26:13.264Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465355447	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36246688	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Canterbury			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.938545	171.561707							2019-11-30T20:08:36Z	30	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36246688			2019-12-01T07:06:28Z	CC_BY_NC_4_0	Lawrence Troup	Lawrence Troup			2020-01-07T18:26:10.569Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465329696	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36280103	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		West Coast			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-43.421604	170.16951							2019-12-02T10:48:42Z	2	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36280103			2019-12-02T05:00:47Z	CC_BY_NC_4_0	Lawrence Troup	Lawrence Troup			2020-01-07T18:26:54.939Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465312486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36228223	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Canterbury			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.916509	171.555722	170.0						2007-12-18T15:02:00Z	18	12	2007	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36228223			2019-11-30T20:29:44Z	CC_BY_NC_4_0	Jane Gosden	Jane Gosden			2020-01-07T18:26:07.648Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465290513	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36212552	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Canterbury			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-43.129254	171.630051	17.0						2019-10-29T06:18:41Z	29	10	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36212552			2019-11-30T08:35:04Z	CC_BY_NC_4_0	luke_sutton	luke_sutton			2020-01-07T18:27:04.283Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465243549	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35973698	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-44.743918	167.961932	5357.0						2019-11-17T14:14:00Z	17	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35973698			2019-11-23T10:03:51Z	CC_BY_NC_4_0	Mike Bowie	Mike Bowie			2020-01-07T18:26:52.542Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465164911	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36311390	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Nelson			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-41.197631	172.715706	12.0						2019-01-14T10:00:43Z	14	1	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36311390			2019-12-03T05:47:50Z	CC_BY_NC_4_0	Josiah Martin	Josiah Martin			2020-01-07T18:25:29.388Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465152490	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35973633	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-44.70504	167.968621	2145.0						2019-11-17T14:16:00Z	17	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35973633			2019-11-23T10:01:59Z	CC_BY_NC_4_0	Mike Bowie	Mike Bowie			2020-01-07T18:26:10.438Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465151852	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36091271	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Otago			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-44.726044	168.199265							2019-11-26T09:28:30Z	26	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36091271			2019-11-26T08:56:17Z	CC_BY_NC_4_0	Christina Nilles	Christina Nilles			2020-01-07T18:25:45.658Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2465144368	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35937744	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Nelson			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-41.171395	172.74707							2019-11-20T13:36:00Z	20	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35937744			2019-11-22T03:13:59Z	CC_BY_NC_4_0	goodonya	goodonya			2020-01-07T18:25:34.936Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2465134615	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36257908	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Nelson			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-41.346202	172.864154	5.0						2019-12-01T19:19:07Z	1	12	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	36257908			2019-12-01T16:56:26Z	CC_BY_NC_4_0	nfl538	nfl538			2020-01-07T18:25:25.636Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2460028670	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35931787	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-44.719922	167.950444	1139.0						2017-01-28T16:22:00Z	28	1	2017	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35931787			2019-11-21T23:40:27Z	CC_BY_NC_4_0	Felix Vaux	Felix Vaux			2020-01-07T18:26:01.450Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2456523021	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35442926	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-45.385273	167.619247	183.0						2019-10-29T19:24:00Z	29	10	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35442926			2019-11-08T08:12:26Z	CC_BY_NC_4_0	sarah_ruth	sarah_ruth			2020-01-07T18:25:30.056Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451751494	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35416792	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		West Coast			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-43.42293	170.169372	4.0						2019-10-31T14:17:50Z	31	10	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35416792			2019-11-07T18:17:06Z	CC_BY_NC_4_0	andreashx	andreashx			2020-01-07T18:25:29.890Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451751358	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35416760	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Otago			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-45.007028	168.61557	4.0						2019-11-07T15:07:30Z	7	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35416760			2019-11-07T18:15:52Z	CC_BY_NC_4_0	andreashx	andreashx			2020-01-07T18:26:25.246Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2451748391	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/35400900	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Nelson			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-41.389305	172.8255	10.0						2019-11-07T18:57:30Z	7	11	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	35400900			2019-11-07T06:00:28Z	CC_BY_NC_4_0	nfl583	nfl583			2020-01-07T18:26:45.784Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2447941999	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/34902744	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		West Coast			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-43.345438	170.550943	1395.0						2019-09-01T08:29:07Z	1	9	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	34902744				CC_BY_NC_4_0	alexedwards	alexedwards			2020-01-07T18:25:37.386Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2447931074	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/34863355	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Southland			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-44.721462	167.95067	5.0						2019-10-25T14:41:15Z	25	10	2019	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	34863355			2019-10-25T07:58:28Z	CC_BY_NC_4_0	mk07	mk07			2020-01-07T18:25:41.765Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2445152320	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/34729920	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ		Canterbury			28eb1a3f-1c15-4a95-931a-4af90ecb574d	-42.940746	171.562267	244.0						2006-12-30T08:50:00Z	30	12	2006	2479593	2479593	HUMAN_OBSERVATION	iNaturalist	Observations	34729920			2019-10-22T09:40:00Z	CC_BY_NC_4_0	tange	tange			2020-01-07T18:26:24.416Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2434230300	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.38860	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis	Gould, 1856	NZ				1	396d5f30-dea9-11db-8ab4-b8a03c50a862													2479593	2479593	PRESERVED_SPECIMEN		Aves	ZMA.AVES.38860				CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:38.398Z	StillImage	RECORDED_DATE_INVALID
2434177031	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.7593	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould	Gould	NZ				1	396d5f30-dea9-11db-8ab4-b8a03c50a862													2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.7593				CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:37.379Z		
2434160354	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37852	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould, 1856	Gould, 1856	NZ	Fox Glacier				396d5f30-dea9-11db-8ab4-b8a03c50a862	-43.3	170.05							1973-07-08T00:00:00Z	8	7	1973	2479593	2479593	PRESERVED_SPECIMEN		Aves	ZMA.AVES.37852				CC0_1_0	Naturalis Biodiversity Center	Moonen J.			2020-01-07T12:38:32.068Z		PRESUMED_NEGATED_LATITUDE
2434117269	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.257460	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis Gould, 1856	Gould, 1856						396d5f30-dea9-11db-8ab4-b8a03c50a862													2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.257460		Dekker R.		CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:36.580Z	StillImage	
2434112725	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.256417	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould, 1856	Gould, 1856	NZ					396d5f30-dea9-11db-8ab4-b8a03c50a862									1905-10-16T00:00:00Z	16	10	1905	2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.256417				CC0_1_0	Naturalis Biodiversity Center	Suter H.			2020-01-07T12:38:36.527Z		
2434112288	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.255069	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould, 1856	Gould, 1856	NZ	sine loco [South I.]				396d5f30-dea9-11db-8ab4-b8a03c50a862									1896-04-23T00:00:00Z	23	4	1896	2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.255069				CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:41.872Z		
2434108595	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.19206	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis	Gould, 1856	NZ				1	396d5f30-dea9-11db-8ab4-b8a03c50a862									1966-02-09T00:00:00Z	9	2	1966	2479593	2479593	PRESERVED_SPECIMEN		Aves	ZMA.AVES.19206				CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:31.365Z		
2434062420	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.205663	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould	Gould	NZ	Queenstown			1	396d5f30-dea9-11db-8ab4-b8a03c50a862	-45.025	168.6583											2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.205663				CC0_1_0	Naturalis Biodiversity Center	Suter H.			2020-01-07T12:38:41.541Z		
2434061330	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.205662	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould	Gould	NZ		Province Otago		1	396d5f30-dea9-11db-8ab4-b8a03c50a862	-45.8417	170.6583											2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.205662				CC0_1_0	Naturalis Biodiversity Center	Finsch F.H.O.			2020-01-07T12:38:36.069Z		RECORDED_DATE_INVALID
2434060025	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.205660	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis  Gould	Gould	NZ				1	396d5f30-dea9-11db-8ab4-b8a03c50a862													2479593	2479593	PRESERVED_SPECIMEN		Aves	RMNH.AVES.205660				CC0_1_0	Naturalis Biodiversity Center				2020-01-07T12:38:36.114Z		
2434045508	889c91a3-614f-4355-8df8-b6d0260a118c	https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.73	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis	Gould, 1856	NZ				1	396d5f30-dea9-11db-8ab4-b8a03c50a862													2479593	2479593	PRESERVED_SPECIMEN		Aves	ZMA.AVES.73				CC0_1_0	Naturalis Biodiversity Center	Frank jr G.A. (London)			2020-01-07T12:38:29.590Z		
2432659780	e3ce628e-9683-4af7-b7a9-47eef785d3bb	fad49154-277c-4047-a004-f6cb1cded9c6	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present		17726825-3aa2-4fbc-b0e3-303d3fc5702f	-44.8	168.0							2019-02-04T00:00:00Z	4	2	2019	2479593	2479593	HUMAN_OBSERVATION				questagame-230930			CC_BY_NC_4_0		Surfap|questagame.com			2019-12-21T16:06:10.577Z	StillImage	
2432640399	e3ce628e-9683-4af7-b7a9-47eef785d3bb	755b8f7b-bfb5-421e-925d-01cb7c11d111	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present		17726825-3aa2-4fbc-b0e3-303d3fc5702f	-42.9	171.6							2019-02-14T00:00:00Z	14	2	2019	2479593	2479593	HUMAN_OBSERVATION				questagame-231868			CC_BY_NC_4_0		Surfap|questagame.com			2019-12-21T16:06:09.648Z	StillImage	
2432637832	e3ce628e-9683-4af7-b7a9-47eef785d3bb	ad9a0220-02a4-4afb-978d-97097c1f6f01	Animalia	Chordata	Aves	Psittaciformes	Psittacidae	Nestor	Nestor notabilis		SPECIES	Nestor notabilis Gould, 1856	Nestor notabilis		NZ			present		17726825-3aa2-4fbc-b0e3-303d3fc5702f	-44.7	168.0							2019-07-06T00:00:00Z	6	7	2019	2479593	2479593	HUMAN_OBSERVATION				questagame-283149			CC_BY_NC_4_0		Meg|questagame.com			2019-12-21T16:06:10.113Z	StillImage	
